split,subset_index,image_filename,label_filename
train,166,BLPD(330).JPG,BLPD(330).txt
train,167,BLPD(331).JPG,BLPD(331).txt
train,168,BLPD(332).JPG,BLPD(332).txt
train,169,BLPD(335).JPG,BLPD(335).txt
train,170,BLPD(336).JPG,BLPD(336).txt
train,171,BLPD(337).JPG,BLPD(337).txt
train,172,BLPD(338).JPG,BLPD(338).txt
train,173,BLPD(339).JPG,BLPD(339).txt
train,174,BLPD(340).JPG,BLPD(340).txt
train,175,BLPD(342).JPG,BLPD(342).txt
train,176,BLPD(373).JPG,BLPD(373).txt
train,177,BLPD(374).JPG,BLPD(374).txt
train,178,BLPD(375).JPG,BLPD(375).txt
train,179,BLPD(376).JPG,BLPD(376).txt
train,180,BLPD(380).JPG,BLPD(380).txt
train,181,BLPD(383).JPG,BLPD(383).txt
train,182,BLPD(384).JPG,BLPD(384).txt
train,183,BLPD(385).JPG,BLPD(385).txt
train,184,BLPD(386).JPG,BLPD(386).txt
train,185,BLPD(387).JPG,BLPD(387).txt
train,186,BLPD(388).JPG,BLPD(388).txt
train,187,BLPD(390).JPG,BLPD(390).txt
train,188,BLPD(391).JPG,BLPD(391).txt
train,189,BLPD(392).JPG,BLPD(392).txt
train,190,BLPD(393).JPG,BLPD(393).txt
train,191,BLPD(395).JPG,BLPD(395).txt
train,192,BLPD(399).JPG,BLPD(399).txt
train,193,BLPD(400).JPG,BLPD(400).txt
train,194,BLPD(406).JPG,BLPD(406).txt
train,195,BLPD(408).JPG,BLPD(408).txt
train,196,BLPD(410).JPG,BLPD(410).txt
train,197,BLPD(412).JPG,BLPD(412).txt
train,198,BLPD(414).JPG,BLPD(414).txt
train,199,BLPD(434).JPG,BLPD(434).txt
train,200,BLPD(435).JPG,BLPD(435).txt
train,201,BLPD(436).JPG,BLPD(436).txt
train,202,BLPD(438).JPG,BLPD(438).txt
train,203,BLPD(439).JPG,BLPD(439).txt
train,204,BLPD(440).JPG,BLPD(440).txt
train,205,BLPD(441).JPG,BLPD(441).txt
train,206,BLPD(443).JPG,BLPD(443).txt
train,207,BLPD(444).JPG,BLPD(444).txt
train,208,BLPD(445).JPG,BLPD(445).txt
train,209,BLPD(447).JPG,BLPD(447).txt
train,210,BLPD(463).JPG,BLPD(463).txt
train,211,BLPD(488).JPG,BLPD(488).txt
train,212,BLPD(489).JPG,BLPD(489).txt
train,213,BLPD(496).JPG,BLPD(496).txt
train,214,BLPD(497).JPG,BLPD(497).txt
train,215,BLPD(498).JPG,BLPD(498).txt
train,216,BLPD(499).JPG,BLPD(499).txt
train,217,BLPD(500).JPG,BLPD(500).txt
train,218,BLPD(502).JPG,BLPD(502).txt
train,219,BLPD(503).JPG,BLPD(503).txt
train,220,BLPD(515).JPG,BLPD(515).txt
train,221,BLPD(516).JPG,BLPD(516).txt
train,222,BLPD(533).JPG,BLPD(533).txt
train,223,BLPD(535).JPG,BLPD(535).txt
train,224,BLPD(536).JPG,BLPD(536).txt
train,225,BLPD(537).JPG,BLPD(537).txt
train,226,BLPD(538).JPG,BLPD(538).txt
train,227,BLPD(539).JPG,BLPD(539).txt
train,228,BLPD(557).JPG,BLPD(557).txt
train,229,BLPD(558).JPG,BLPD(558).txt
train,230,BLPD(559).JPG,BLPD(559).txt
train,231,BLPD(560).JPG,BLPD(560).txt
train,232,BLPD(599).JPG,BLPD(599).txt
train,233,BLPD(615).JPG,BLPD(615).txt
train,234,BLPD(616).JPG,BLPD(616).txt
train,235,BLPD(618).JPG,BLPD(618).txt
train,236,BLPD(619).JPG,BLPD(619).txt
train,237,CXSZY(1).JPG,CXSZY(1).txt
train,238,CXSZY(2).JPG,CXSZY(2).txt
train,239,CXSZY(3).JPG,CXSZY(3).txt
train,240,CXSZY(28).JPG,CXSZY(28).txt
train,241,CXSZY(29).JPG,CXSZY(29).txt
train,242,CXSZY(31).JPG,CXSZY(31).txt
train,243,CXSZY(32).JPG,CXSZY(32).txt
train,244,CXSZY(37).JPG,CXSZY(37).txt
train,245,CXSZY(38).JPG,CXSZY(38).txt
train,246,CXSZY(39).JPG,CXSZY(39).txt
train,247,CXSZY(40).JPG,CXSZY(40).txt
train,248,CXSZY(42).JPG,CXSZY(42).txt
train,249,CXSZY(45).JPG,CXSZY(45).txt
train,250,CXSZY(47).JPG,CXSZY(47).txt
train,251,CXSZY(48).JPG,CXSZY(48).txt
train,252,CXSZY(49).JPG,CXSZY(49).txt
train,253,CXSZY(50).JPG,CXSZY(50).txt
train,254,CXSZY(53).JPG,CXSZY(53).txt
train,255,CXSZY(55).JPG,CXSZY(55).txt
train,256,CXSZY(56).JPG,CXSZY(56).txt
train,257,CXSZY(65).JPG,CXSZY(65).txt
train,258,CXSZY(67).JPG,CXSZY(67).txt
train,259,CXSZY(68).JPG,CXSZY(68).txt
train,260,CXSZY(69).JPG,CXSZY(69).txt
train,261,CXSZY(70).JPG,CXSZY(70).txt
train,262,CXSZY(71).JPG,CXSZY(71).txt
train,263,CXSZY(72).JPG,CXSZY(72).txt
train,264,CXSZY(73).JPG,CXSZY(73).txt
train,265,CXSZY(74).JPG,CXSZY(74).txt
train,266,CXSZY(75).JPG,CXSZY(75).txt
train,267,CXSZY(76).JPG,CXSZY(76).txt
train,268,CXSZY(99).JPG,CXSZY(99).txt
train,269,CXSZY(100).JPG,CXSZY(100).txt
train,270,CXSZY(101).JPG,CXSZY(101).txt
train,271,CXSZY(112).JPG,CXSZY(112).txt
train,272,CXSZY(113).JPG,CXSZY(113).txt
train,273,CXSZY(114).JPG,CXSZY(114).txt
train,274,CXSZY(115).JPG,CXSZY(115).txt
train,275,CXSZY(121).JPG,CXSZY(121).txt
train,276,CXSZY(136).JPG,CXSZY(136).txt
train,277,CXSZY(137).JPG,CXSZY(137).txt
train,278,CXSZY(138).JPG,CXSZY(138).txt
train,279,CXSZY(139).JPG,CXSZY(139).txt
train,280,CXSZY(140).JPG,CXSZY(140).txt
train,281,CXSZY(141).JPG,CXSZY(141).txt
train,282,CXSZY(142).JPG,CXSZY(142).txt
train,283,CXSZY(143).JPG,CXSZY(143).txt
train,284,CXSZY(145).JPG,CXSZY(145).txt
train,285,CXSZY(146).JPG,CXSZY(146).txt
train,286,CXSZY(162).JPG,CXSZY(162).txt
train,287,CXSZY(163).JPG,CXSZY(163).txt
train,288,CXSZY(174).JPG,CXSZY(174).txt
train,289,CXSZY(175).JPG,CXSZY(175).txt
train,290,CXSZY(176).JPG,CXSZY(176).txt
train,291,CXSZY(183).JPG,CXSZY(183).txt
train,292,CXSZY(192).JPG,CXSZY(192).txt
train,293,CXSZY(193).JPG,CXSZY(193).txt
train,294,CXSZY(194).JPG,CXSZY(194).txt
train,295,CXSZY(195).JPG,CXSZY(195).txt
train,296,CXSZY(196).JPG,CXSZY(196).txt
train,297,CXSZY(225).JPG,CXSZY(225).txt
train,298,CXSZY(226).JPG,CXSZY(226).txt
train,299,CXSZY(230).JPG,CXSZY(230).txt
train,300,CXSZY(231).JPG,CXSZY(231).txt
train,301,CXSZY(232).JPG,CXSZY(232).txt
train,302,CXSZY(234).JPG,CXSZY(234).txt
train,303,CXSZY(304).JPG,CXSZY(304).txt
train,304,CXSZY(305).JPG,CXSZY(305).txt
train,305,CXSZY(306).JPG,CXSZY(306).txt
train,306,CXSZY(307).JPG,CXSZY(307).txt
train,307,CXSZY(316).JPG,CXSZY(316).txt
train,308,CXSZY(317).JPG,CXSZY(317).txt
train,309,CXSZY(318).JPG,CXSZY(318).txt
train,310,CXSZY(319).JPG,CXSZY(319).txt
train,311,CXSZY(320).JPG,CXSZY(320).txt
train,312,CXSZY(321).JPG,CXSZY(321).txt
train,313,CXSZY(331).JPG,CXSZY(331).txt
train,314,CXSZY(334).JPG,CXSZY(334).txt
train,315,CXSZY(342).JPG,CXSZY(342).txt
train,316,CXSZY(343).JPG,CXSZY(343).txt
train,317,CXSZY(344).JPG,CXSZY(344).txt
train,318,CXSZY(346).JPG,CXSZY(346).txt
train,319,CXSZY(373).JPG,CXSZY(373).txt
train,320,CXSZY(374).JPG,CXSZY(374).txt
train,321,CXSZY(375).JPG,CXSZY(375).txt
train,322,CXSZY(391).JPG,CXSZY(391).txt
train,323,CXSZY(392).JPG,CXSZY(392).txt
train,324,CXSZY(407).JPG,CXSZY(407).txt
train,325,CXSZY(408).JPG,CXSZY(408).txt
train,326,CXSZY(409).JPG,CXSZY(409).txt
train,327,CXSZY(411).JPG,CXSZY(411).txt
train,328,CXSZY(412).JPG,CXSZY(412).txt
train,329,CXSZY(434).JPG,CXSZY(434).txt
train,330,CXSZY(448).JPG,CXSZY(448).txt
train,331,CXSZY(449).JPG,CXSZY(449).txt
train,332,CXSZY(450).JPG,CXSZY(450).txt
train,333,CXSZY(451).JPG,CXSZY(451).txt
train,334,CXSZY(474).JPG,CXSZY(474).txt
train,335,CXSZY(476).JPG,CXSZY(476).txt
train,336,CXSZY(477).JPG,CXSZY(477).txt
train,337,CXSZY(478).JPG,CXSZY(478).txt
train,338,CXSZY(479).JPG,CXSZY(479).txt
train,339,CXSZY(480).JPG,CXSZY(480).txt
train,340,CXSZY(481).JPG,CXSZY(481).txt
train,341,CXSZY(488).JPG,CXSZY(488).txt
train,342,CXSZY(489).JPG,CXSZY(489).txt
train,343,CXSZY(490).JPG,CXSZY(490).txt
train,344,CXSZY(492).JPG,CXSZY(492).txt
train,345,CXSZY(493).JPG,CXSZY(493).txt
train,346,CXSZY(511).JPG,CXSZY(511).txt
train,347,CXSZY(512).JPG,CXSZY(512).txt
train,348,CXSZY(521).JPG,CXSZY(521).txt
train,349,CXSZY(523).JPG,CXSZY(523).txt
train,350,CXSZY(524).JPG,CXSZY(524).txt
train,351,CXSZY(525).JPG,CXSZY(525).txt
train,352,CXSZY(526).JPG,CXSZY(526).txt
train,353,CXSZY(536).JPG,CXSZY(536).txt
train,354,CXSZY(537).JPG,CXSZY(537).txt
train,355,CXSZY(577).JPG,CXSZY(577).txt
train,356,CXSZY(579).JPG,CXSZY(579).txt
train,357,CXSZY(580).JPG,CXSZY(580).txt
train,358,CXSZY(581).JPG,CXSZY(581).txt
train,359,CXSZY(586).JPG,CXSZY(586).txt
train,360,CXSZY(587).JPG,CXSZY(587).txt
train,361,CXSZY(588).JPG,CXSZY(588).txt
train,362,DWSJ(1).JPG,DWSJ(1).txt
train,363,DWSJ(4).JPG,DWSJ(4).txt
train,364,DWSJ(23).JPG,DWSJ(23).txt
train,365,DWSJ(24).JPG,DWSJ(24).txt
train,366,DWSJ(43).JPG,DWSJ(43).txt
train,367,DWSJ(56).JPG,DWSJ(56).txt
train,368,DWSJ(58).JPG,DWSJ(58).txt
train,369,DWSJ(95).JPG,DWSJ(95).txt
train,370,DWSJ(111).JPG,DWSJ(111).txt
train,371,DWSJ(158).JPG,DWSJ(158).txt
train,372,DWSJ(159).JPG,DWSJ(159).txt
train,373,DWSJ(183).JPG,DWSJ(183).txt
train,374,DWSJ(184).JPG,DWSJ(184).txt
train,375,DWSJ(198).JPG,DWSJ(198).txt
train,376,DWSJ(199).JPG,DWSJ(199).txt
train,377,DWSJ(200).JPG,DWSJ(200).txt
train,378,DWSJ(201).JPG,DWSJ(201).txt
train,379,DWSJ(202).JPG,DWSJ(202).txt
train,380,DWSJ(203).JPG,DWSJ(203).txt
train,381,DWSJ(204).JPG,DWSJ(204).txt
train,382,DWSJ(205).JPG,DWSJ(205).txt
train,383,DWSJ(206).JPG,DWSJ(206).txt
train,384,DWSJ(211).JPG,DWSJ(211).txt
train,385,DWSJ(230).JPG,DWSJ(230).txt
train,386,DWSJ(231).JPG,DWSJ(231).txt
train,387,DWSJ(240).JPG,DWSJ(240).txt
train,388,DWSJ(242).JPG,DWSJ(242).txt
train,389,DWSJ(250).JPG,DWSJ(250).txt
train,390,DWSJ(251).JPG,DWSJ(251).txt
train,391,DWSJ(252).JPG,DWSJ(252).txt
train,392,DWSJ(253).JPG,DWSJ(253).txt
train,393,DWSJ(254).JPG,DWSJ(254).txt
train,394,DWSJ(255).JPG,DWSJ(255).txt
train,395,DWSJ(256).JPG,DWSJ(256).txt
train,396,DWSJ(257).JPG,DWSJ(257).txt
train,397,DWSJ(284).JPG,DWSJ(284).txt
train,398,DWSJ(285).JPG,DWSJ(285).txt
train,399,DWSJ(291).JPG,DWSJ(291).txt
train,400,DWSJ(292).JPG,DWSJ(292).txt
train,401,DWSJ(293).JPG,DWSJ(293).txt
train,402,DWSJ(294).JPG,DWSJ(294).txt
train,403,DWSJ(307).JPG,DWSJ(307).txt
train,404,DWSJ(308).JPG,DWSJ(308).txt
train,405,DWSJ(334).JPG,DWSJ(334).txt
train,406,DWSJ(336).JPG,DWSJ(336).txt
train,407,DWSJ(337).JPG,DWSJ(337).txt
train,408,DWSJ(341).JPG,DWSJ(341).txt
train,409,DWSJ(342).JPG,DWSJ(342).txt
train,410,DWSJ(343).JPG,DWSJ(343).txt
train,411,DWSJ(344).JPG,DWSJ(344).txt
train,412,DWSJ(345).JPG,DWSJ(345).txt
train,413,DWSJ(346).JPG,DWSJ(346).txt
train,414,DWSJ(347).JPG,DWSJ(347).txt
train,415,DWSJ(348).JPG,DWSJ(348).txt
train,416,DWSJ(363).JPG,DWSJ(363).txt
train,417,DWSJ(364).JPG,DWSJ(364).txt
train,418,DWSJ(365).JPG,DWSJ(365).txt
train,419,DWSJ(366).JPG,DWSJ(366).txt
train,420,DWSJ(386).JPG,DWSJ(386).txt
train,421,DWSJ(387).JPG,DWSJ(387).txt
train,422,DWSJ(390).JPG,DWSJ(390).txt
train,423,DWSJ(408).JPG,DWSJ(408).txt
train,424,DWSJ(409).JPG,DWSJ(409).txt
train,425,DWSJ(411).JPG,DWSJ(411).txt
train,426,DWSJ(412).JPG,DWSJ(412).txt
train,427,DWSJ(413).JPG,DWSJ(413).txt
train,428,DWSJ(414).JPG,DWSJ(414).txt
train,429,DWSJ(416).JPG,DWSJ(416).txt
train,430,DWSJ(417).JPG,DWSJ(417).txt
train,431,DWSJ(439).JPG,DWSJ(439).txt
train,432,DWSJ(440).JPG,DWSJ(440).txt
train,433,DWSJ(456).JPG,DWSJ(456).txt
train,434,DWSJ(457).JPG,DWSJ(457).txt
train,435,DWSJ(458).JPG,DWSJ(458).txt
train,436,DWSJ(469).JPG,DWSJ(469).txt
train,437,DWSJ(470).JPG,DWSJ(470).txt
train,438,DWSJ(472).JPG,DWSJ(472).txt
train,439,DWSJ(473).JPG,DWSJ(473).txt
train,440,DWSJ(478).JPG,DWSJ(478).txt
train,441,DWSJ(479).JPG,DWSJ(479).txt
train,442,DWSJ(480).JPG,DWSJ(480).txt
train,443,DWSJ(481).JPG,DWSJ(481).txt
train,444,DWSJ(482).JPG,DWSJ(482).txt
train,445,DWSJ(483).JPG,DWSJ(483).txt
train,446,DWSJ(484).JPG,DWSJ(484).txt
train,447,DWSJ(485).JPG,DWSJ(485).txt
train,448,DWSJ(487).JPG,DWSJ(487).txt
train,449,DWSJ(488).JPG,DWSJ(488).txt
train,450,DWSJ(489).JPG,DWSJ(489).txt
train,451,DWSJ(490).JPG,DWSJ(490).txt
train,452,DWSJ(491).JPG,DWSJ(491).txt
train,453,DWSJ(492).JPG,DWSJ(492).txt
train,454,DWSJ(493).JPG,DWSJ(493).txt
train,455,DWSJ(494).JPG,DWSJ(494).txt
train,456,DWSJ(496).JPG,DWSJ(496).txt
train,457,DWSJ(497).JPG,DWSJ(497).txt
train,458,DWSJ(498).JPG,DWSJ(498).txt
train,459,DWSJ(499).JPG,DWSJ(499).txt
train,460,DWSJ(500).JPG,DWSJ(500).txt
train,461,DWSJ(501).JPG,DWSJ(501).txt
train,462,DWSJ(503).JPG,DWSJ(503).txt
train,463,DWSJ(504).JPG,DWSJ(504).txt
train,464,DWSJ(505).JPG,DWSJ(505).txt
train,465,DWSJ(510).JPG,DWSJ(510).txt
train,466,DWSJ(511).JPG,DWSJ(511).txt
train,467,DWSJ(512).JPG,DWSJ(512).txt
train,468,DWSJ(513).JPG,DWSJ(513).txt
train,469,DWSJ(514).JPG,DWSJ(514).txt
train,470,DWSJ(515).JPG,DWSJ(515).txt
train,471,DWSJ(524).JPG,DWSJ(524).txt
train,472,DWSJ(526).JPG,DWSJ(526).txt
train,473,DWSJ(527).JPG,DWSJ(527).txt
train,474,DWSJ(528).JPG,DWSJ(528).txt
train,475,DWSJ(529).JPG,DWSJ(529).txt
train,476,DWSJ(530).JPG,DWSJ(530).txt
train,477,DWSJ(531).JPG,DWSJ(531).txt
train,478,DWSJ(532).JPG,DWSJ(532).txt
train,479,DWSJ(533).JPG,DWSJ(533).txt
train,480,DWSJ(534).JPG,DWSJ(534).txt
train,481,DWSJ(535).JPG,DWSJ(535).txt
train,482,DWSJ(536).JPG,DWSJ(536).txt
train,483,DWSJ(537).JPG,DWSJ(537).txt
train,484,DWSJ(538).JPG,DWSJ(538).txt
train,485,DWSJ(580).JPG,DWSJ(580).txt
train,486,DWSJ(581).JPG,DWSJ(581).txt
train,487,DWSJ(583).JPG,DWSJ(583).txt
train,488,DWSJ(584).JPG,DWSJ(584).txt
train,489,DWSJ(586).JPG,DWSJ(586).txt
train,490,DWSJ(588).JPG,DWSJ(588).txt
train,491,FZSJ(1).JPG,FZSJ(1).txt
train,492,FZSJ(2).JPG,FZSJ(2).txt
train,493,FZSJ(3).JPG,FZSJ(3).txt
train,494,FZSJ(12).JPG,FZSJ(12).txt
train,495,FZSJ(13).JPG,FZSJ(13).txt
train,496,FZSJ(14).JPG,FZSJ(14).txt
train,497,FZSJ(15).JPG,FZSJ(15).txt
train,498,FZSJ(16).JPG,FZSJ(16).txt
train,499,FZSJ(25).JPG,FZSJ(25).txt
train,500,FZSJ(26).JPG,FZSJ(26).txt
train,501,FZSJ(27).JPG,FZSJ(27).txt
train,502,FZSJ(35).JPG,FZSJ(35).txt
train,503,FZSJ(36).JPG,FZSJ(36).txt
train,504,FZSJ(37).JPG,FZSJ(37).txt
train,505,FZSJ(38).JPG,FZSJ(38).txt
train,506,FZSJ(57).JPG,FZSJ(57).txt
train,507,FZSJ(58).JPG,FZSJ(58).txt
train,508,FZSJ(59).JPG,FZSJ(59).txt
train,509,FZSJ(60).JPG,FZSJ(60).txt
train,510,FZSJ(78).JPG,FZSJ(78).txt
train,511,FZSJ(79).JPG,FZSJ(79).txt
train,512,FZSJ(92).JPG,FZSJ(92).txt
train,513,FZSJ(93).JPG,FZSJ(93).txt
train,514,FZSJ(94).JPG,FZSJ(94).txt
train,515,FZSJ(95).JPG,FZSJ(95).txt
train,516,FZSJ(96).JPG,FZSJ(96).txt
train,517,FZSJ(97).JPG,FZSJ(97).txt
train,518,FZSJ(101).JPG,FZSJ(101).txt
train,519,FZSJ(102).JPG,FZSJ(102).txt
train,520,FZSJ(103).JPG,FZSJ(103).txt
train,521,FZSJ(104).JPG,FZSJ(104).txt
train,522,FZSJ(105).JPG,FZSJ(105).txt
train,523,FZSJ(113).JPG,FZSJ(113).txt
train,524,FZSJ(124).JPG,FZSJ(124).txt
train,525,FZSJ(125).JPG,FZSJ(125).txt
train,526,FZSJ(134).JPG,FZSJ(134).txt
train,527,FZSJ(135).JPG,FZSJ(135).txt
train,528,FZSJ(139).JPG,FZSJ(139).txt
train,529,FZSJ(146).JPG,FZSJ(146).txt
train,530,FZSJ(147).JPG,FZSJ(147).txt
train,531,FZSJ(149).JPG,FZSJ(149).txt
train,532,FZSJ(150).JPG,FZSJ(150).txt
train,533,FZSJ(169).JPG,FZSJ(169).txt
train,534,FZSJ(170).JPG,FZSJ(170).txt
train,535,FZSJ(173).JPG,FZSJ(173).txt
train,536,FZSJ(198).JPG,FZSJ(198).txt
train,537,FZSJ(199).JPG,FZSJ(199).txt
train,538,FZSJ(200).JPG,FZSJ(200).txt
train,539,FZSJ(201).JPG,FZSJ(201).txt
train,540,FZSJ(202).JPG,FZSJ(202).txt
train,541,FZSJ(203).JPG,FZSJ(203).txt
train,542,FZSJ(216).JPG,FZSJ(216).txt
train,543,FZSJ(217).JPG,FZSJ(217).txt
train,544,FZSJ(229).JPG,FZSJ(229).txt
